RH43162	4	2L	25401	25988	+
RE32514	13.0	2L	72387	76207	+
LD40460	18	2L	108152	114211	+
LD47536	16.0	2L	132078	133996	+
AT24407	15	2L	141075	142978	-
GH23780	24.0	2L	155358	156032	+
GM13767	16.0	2L	156178	157668	+
GM04029	13	2L	203815	204784	+
RE08174	12.0	2L	204741	207297	-
RE22315	12.0	2L	273954	274764	+
GH04039	32.0	2L	283385	285709	-
IP03221	10	2L	287249	288932	-
LD42724	7	2L	297941	303936	+
AT12221	5	2L	327427	328362	-
RE68460	7	2L	378115	387440	+
AT10315	7.0	2L	396594	397218	+
SD02110	7	2L	404304	407971	+
SD22796	7	2L	408880	412885	-
LD24373	8	2L	415102	415841	+
GH13422	243	2L	419930	420699	+
RE02070	7	2L	448715	449580	+
LD30318	9	2L	453130	454655	+
RE51073	4.0	2L	455542	458746	+
RH23690	3	2L	460795	461444	-
GH03922	4.0	2L	473050	476172	+
RE07124	3.0	2L	476532	479682	-
RE25220	3.0	2L	477900	479682	-
LD12631	4.0	2L	523752	540562	+
SD09326	3	2L	545155	545918	+
LP04687	3	2L	547013	552454	-
AT08344	4	2L	566363	568162	-
LD16147	12.0	2L	574549	575735	+
IP07658	3.0	2L	575708	576896	-
GH01528	3.0	2L	577504	578228	+
FI01102	3	2L	577504	579551	+
IP03353	6.0	2L	602812	603564	+
IP15483	4.0	2L	752799	757521	+
GH10780	2.0	2L	784356	786158	+
GH03852	2.0	2L	786151	790781	-
LD21669	2	2L	811631	813382	+
IP02511	6	2L	820003	821092	+
LD42588	6	2L	826007	832332	+
GH16240	5.0	2L	833585	842671	-
RH60217	1.0	2L	852767	853835	+
AT06839	1	2L	855455	856236	-
LD24634	4	2L	868670	869835	-
GH08867	3	2L	877341	878272	+
GH25591	3	2L	915923	916494	+
GH12144	1.0	2L	922810	958100	+
AT06144	0	2L	1037272	1037999	+
AT01837	0.0	2L	1037318	1038026	+
AT04225	2	2L	1051790	1077787	-
FI07644	2.0	2L	1077979	1080805	+
RH22541	2	2L	1083090	1083585	+
LD16109	11	2L	1114651	1119008	-
AT03044	12	2L	1129234	1130157	+
RE01809	12	2L	1143202	1147395	+
FI01003	15.0	2L	1149443	1150673	-
GH25884	21	2L	1150782	1151765	+
LD24380	10	2L	1151676	1158163	-
LD34147	11.0	2L	1160287	1163861	-
SD05646	11.0	2L	1167170	1169910	-
LP08456	8	2L	1200236	1201221	+
IP06484	8	2L	1219317	1229804	+
GH04232	7.0	2L	1240053	1242207	+
LP22668	5.0	2L	1256425	1294689	+
IP07207	3.0	2L	1358922	1359790	-
RE67583	3	2L	1359981	1361732	-
AT26258	3	2L	1368215	1369052	+
RE26062	10.0	2L	1517531	1518145	-
RH01528	73.0	2L	1612994	1614164	-
SD04616	13	2L	1667846	1697839	+
SD07714	8.0	2L	1704919	1706779	+
RE01048	7	2L	1710467	1711466	+
IP05441	7.0	2L	1729946	1731072	+
SD03967	5.0	2L	1737489	1750613	+
GH03377	8	2L	1750685	1752102	-
FI07603	4	2L	1824271	1826378	-
RH39341	3	2L	1857882	1858551	-
GH27779	3.0	2L	1858606	1880644	-
LD47622	4	2L	1909907	1934144	+
IP03810	6	2L	1945148	1945709	-
GH14092	5	2L	1950236	1954519	-
GH08782	14	2L	1974144	1975415	+
GH20337	4.0	2L	1984509	1987733	-
AT13631	4.0	2L	1984513	1986893	-
LD21171	6	2L	2114293	2114932	-
LD24485	5.0	2L	2130847	2137045	+
LD36155	3.0	2L	2137347	2145175	-
LD29420	3	2L	2145494	2147287	-
FI05215	3	2L	2151789	2155390	+
RE26473	3.0	2L	2155759	2156791	+
IP16915	4.0	2L	2192522	2193010	-
LD25288	6	2L	2214969	2216302	-
GH18329	5.0	2L	2222105	2225545	+
LD23816	5	2L	2226536	2230413	+
LP05220	6.0	2L	2231776	2236826	-
RH13166	5.0	2L	2242378	2244416	+
IP02084	5	2L	2250428	2251275	-
IP02082	5	2L	2250428	2251275	-
IP19912	6.0	2L	2264229	2265321	-
IP19041	7.0	2L	2285923	2286873	-
IP01737	7.0	2L	2290227	2290673	-
HL01481	5	2L	2353876	2354633	+
GH24702	12.0	2L	2359563	2364697	-
LD40170	8.0	2L	2375893	2380507	+
GH05422	9.0	2L	2381139	2383075	+
RE08679	7	2L	2490217	2492666	-
RE25030	6.0	2L	2492954	2498456	+
FI19335	26	2L	2551143	2552844	-
RE39992	26	2L	2562884	2563613	+
RE55538	28	2L	2576280	2577005	-
LD10908	28	2L	2577670	2579181	+
RT01008	48	2L	2665142	2666195	+
RT01043	44.0	2L	2695376	2696318	-
SD10603	56.0	2L	2739014	2739830	-
GH12653	56.0	2L	2740994	2743376	+
LD47748	56	2L	2745137	2746946	+
RH26391	57.0	2L	2747986	2748522	-
RE38782	351	2L	2752800	2756665	+
LD21546	30.0	2L	2759968	2763612	+
RE26329	48.0	2L	2767283	2767821	-
GH14933	19.0	2L	2793656	2799960	-
GH14433	19.0	2L	2808321	2812147	+
RH50403	18.0	2L	2836077	2837831	-
RE33041	18	2L	2838413	2839548	+
IP10850	19	2L	2840123	2842640	+
MIP24831	19.0	2L	2845924	2847212	-
GM24606	347.0	2L	2856132	2856702	+
GH25366	47	2L	2879147	2880710	+
LD11641	43.0	2L	2880701	2883113	-
LD18077	27.0	2L	2950940	2951768	+
RE18955	19	2L	2968291	2969620	-
LP05366	20.0	2L	2969772	2972676	-
LD40196	17	2L	2972901	2974860	+
LD20423	17.0	2L	2974856	2976842	-
AT11165	18	2L	2978523	2979410	-
SD07645	16	2L	2988195	2990076	+
GM03282	16.0	2L	3013500	3014134	+
FI09636	27	2L	3016682	3018289	-
LD24714	14	2L	3023262	3026443	+
LD45152	14	2L	3026530	3029189	-
LP20978	14.0	2L	3035490	3037234	-
FI02982	12	2L	3040111	3041626	+
IP07063	11	2L	3042932	3043595	+
RH07382	12.0	2L	3074566	3078168	-
RH25742	12	2L	3074619	3078168	-
LD27161	12.0	2L	3124263	3124943	-
RE29623	22	2L	3145128	3145719	-
RE72705	6.0	2L	3146449	3159641	-
LD37277	5	2L	3159982	3162401	+
IP01409	5.0	2L	3171033	3172751	-
GH01206	5.0	2L	3275797	3279457	-
GH24286	7.0	2L	3294928	3301752	-
RE31553	8	2L	3324242	3325211	+
GH15136	8	2L	3330952	3332877	+
IP16821	10	2L	3398022	3398685	+
RE32163	12.0	2L	3451538	3452106	-
LD41381	11.0	2L	3452503	3453911	+
GH25768	10.0	2L	3453695	3457037	-
SD03467	10	2L	3457341	3460368	+
RH63796	10.0	2L	3461163	3461975	-
RE65754	23	2L	3466164	3467215	+
AT25481	11.0	2L	3472734	3475340	+
HL08053	42.0	2L	3478454	3479614	+
IP22194	10.0	2L	3501045	3504579	-
GH03106	10.0	2L	3503559	3504299	-
LP08963	11	2L	3514877	3517108	+
RH04607	11.0	2L	3516402	3517106	-
FI13205	10	2L	3517270	3519485	-
LD26791	7	2L	3539786	3548083	+
RE22261	6.0	2L	3578010	3580766	-
RE48009	7	2L	3604223	3606748	-
LD21570	7	2L	3622614	3632137	-
GH10421	7.0	2L	3631570	3632190	-
RH07382	6.0	2L	3651322	3654924	-
RH25742	6	2L	3651375	3654924	-
IP09201	5	2L	3662744	3691739	+
RH23829	5	2L	3681358	3681963	+
RH15675	4	2L	3695029	3695406	-
RH38008	4.0	2L	3696237	3696661	-
LP04037	4	2L	3697240	3697777	-
FI07333	4	2L	3698448	3699091	-
IP03754	4	2L	3703658	3704255	+
SD07712	4.0	2L	3711140	3711674	-
LD22655	4	2L	3713411	3716812	+
LD15350	3	2L	3772024	3784123	+
GH05923	3	2L	3805698	3808897	+
LD31554	3	2L	3810798	3813375	-
GH04704	3	2L	3825692	3827101	+
RE11345	6.0	2L	3838517	3839185	-
SD03378	2.0	2L	3862680	3867504	+
RE29035	3	2L	3867713	3871426	+
GH07742	4.0	2L	3872657	3890025	-
AT16211	3	2L	3911795	3914288	-
IP21067	5.0	2L	4005006	4005672	+
IP21803	7.0	2L	4007689	4007985	+
GH04243	9.0	2L	4189523	4197361	-
LD19710	8.0	2L	4199358	4199974	-
RE40452	8.0	2L	4283150	4295226	+
GH11322	11	2L	4324572	4331831	+
RE01860	11	2L	4344780	4345411	-
LD20987	14.0	2L	4372010	4380718	+
LD14646	13.0	2L	4382027	4382649	-
GH08860	14	2L	4392285	4392774	-
GH12050	15	2L	4395324	4400107	+
RE13747	19	2L	4403254	4403957	+
RE35395	25.0	2L	4444733	4446767	+
FI06434	28.0	2L	4458977	4459589	-
HL05815	23.0	2L	4468034	4477002	-
RH37701	23.0	2L	4474852	4477024	-
SD02173	23.0	2L	4480237	4480699	-
MIP25735	8.0	2L	4651474	4652894	+
LD21171	7	2L	4664010	4664649	-
RE24665	6.0	2L	4683049	4684459	-
LD42284	6.0	2L	4687526	4688958	+
SD01132	6.0	2L	4688962	4690654	-
RE62123	9	2L	4734589	4794040	-
AT17982	9	2L	4762936	4763539	+
RH18728	12	2L	4796598	4801923	-
RE58324	9.0	2L	4821775	4828557	+
IP13516	9	2L	4830843	4835300	-
LD16635	10	2L	4847747	4849500	+
RE33807	12	2L	4883302	4885669	+
GH05102	12	2L	4892123	4903460	+
GH10270	12	2L	4897200	4898013	+
RH01747	11.0	2L	4904069	4906761	-
